aggressiveness_scale,controller,episodes,mean_reference_p95_implied_tilt_deg,mean_position_rmse_m,mean_position_vector_rmse_m,mean_velocity_rmse_mps,mean_actual_p95_tilt_deg,max_actual_peak_tilt_deg,failed_solves,allocator_altered_steps,mean_solve_ms,p95_sample_solve_ms,p99_sample_solve_ms,worst_sample_solve_ms
1.75,reactive_pid,40,18.16714825786091,0.773559494494148,1.3398443471411614,0.4172147906921374,18.438661123759086,42.3993585605685,0,0,0.0,0.0,0.0,0.0
1.75,yaw_scheduled_hover,40,18.16714825786091,1.1401694430361191,1.9748314045760673,0.6517164306653476,17.048848321780348,29.90962578964724,0,0,1.6494861937553318,2.7016599953640252,2.996649999404326,7.655300025362521
1.75,edmdc,40,18.16714825786091,0.09659944643827978,0.16731514921412902,0.07551488749916406,16.566451425051532,28.415418348692555,0,0,3.9948161587174082,6.331580012920313,6.783951995312236,14.329099998576567
